FILE;LOSS;TIPO;IMAGES;FONTS;SIZE;CREATOR;PRODUCER;TAGGED;FORM;PAGES;ENCRYPTED;OPTIMIZED;PAGESIZE;VERSION;ROTATION;PAGELINESFIRST;PAGELINESSECOND;PAGELINESLAST;FWORDS1;TWORDS1
F390;.12;ocr;3;12;479528;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F391;.13;ocr;1;0;322547;KMBT_283 ;KONICA MINOLTA bizhub 283 ;no;none;1;no;yes;595.08 x 841.68 pts;1.4;0;1;0;0;0;0
F392;.12;txt;1;2;27581;none;itext-paulo (lowagie.com) - build 130 ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;30;43;20;19;300
F393;.06;txt;1;2;24395;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;3;3;20;309
F394;.02;txt;1;2;24285;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;3;3;22;291
F395;.17;txt;77;23;314564;PDFCreator Version 1.7.3 ;GPL Ghostscript 9.10 ;no;none;21;no;yes;595 x 842 pts (A4);1.4;0;19;39;69;8;58
F396;.05;txt;2;4;81898;Microsoft® Word 2010 ;Microsoft® Word 2010 ;yes;none;2;no;yes;595.32 x 841.92 pts (A4);1.5;0;41;1;1;20;349
F397;.04;ocr;1;0;36121;PFU ScanSnap Manager 5.1.60 #S1300i ;Adobe PDF Scan Library 3.2 ;no;none;1;no;yes;584.16 x 833.28 pts;1.3;0;1;0;0;0;0
F398;.14;ocr;5;0;193945;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;5;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F399;.18;ocr;1;0;31587;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;1;no;yes;595 x 842 pts (A4);1.5;0;1;0;0;0;0
F400;.16;ocr;635;0;5509289;bizhub C3350 ;bizhub C3350 ;no;none;16;no;yes;595.296 x 841.896 pts (A4);1.3;0;1;1;1;0;0
F401;.10;txt;1;2;264044;none;tx_pdf 21.0.151.500 ;no;none;1;no;yes;612 x 792 pts (letter);1.4;0;15;0;0;8;116
F402;.09;ocr;1;0;62562;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;1;0;0;0;0
F403;.11;txt;0;13;46824;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;30;41;52;1;104
F404;.22;ocr;4;10;2379163;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;5;no;yes;595 x 842 pts (A4);1.4;0;30;1;1;1;107
F405;.18;txt;3;5;103460;none;EVO HTML to PDF Converter 5.6 ;no;AcroForm;3;no;yes;612 x 842 pts;1.5;0;60;44;8;24;64
F406;.02;txt;26;34;7047792;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;32;no;no;595.28 x 841.89 pts (A4);1.4;0;33;86;86;7;193
F407;.35;txt;3;13;191016;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F408;.28;txt;1;2;24515;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;5;5;23;330
F409;.21;txt;1;2;25413;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;22;22;22;328
F410;.18;txt;1;2;25408;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;29;20;20;21;320
F411;.16;txt;1;2;25361;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;31;21;21;18;315
F412;.25;txt;4;1;123644;Xerox WorkCentre 5330 ;Xerox WorkCentre 5330 ;no;none;4;no;yes;595.44 x 842.4 pts (A4);1.3;0;38;29;8;24;328
F413;.10;txt;0;4;117789;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;2;no;yes;595.32 x 842.04 pts (A4);1.5;0;37;17;17;4;212
F414;.03;txt;0;5;152806;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;2;no;yes;595.32 x 842.04 pts (A4);1.5;0;41;12;12;8;271
F415;.07;txt;4;1;128729;Xerox WorkCentre 5330 ;Xerox WorkCentre 5330 ;no;none;4;no;yes;595.44 x 842.4 pts (A4);1.3;0;45;40;157;12;248
F416;.21;ocr;2;0;52360;Xerox WorkCentre 5645 ;Xerox WorkCentre 5645 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F417;.14;ocr;2;0;55622;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;2;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F418;.14;txt;3;5;127244;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;42;27;50;14;230
F419;.14;ocr;1;0;85598;none;none;no;none;1;no;yes;595.44 x 842.04 pts (A4);1.4;0;1;0;0;0;0
F420;.28;ocr;1;0;58883;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;1;no;yes;599.04 x 841.68 pts;1.4;0;1;0;0;0;0
F421;.21;ocr;37;0;723492;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;37;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F422;.12;ocr;2;0;587993;Canon iR C3580                   ;Canon iR C3580                   ;no;none;2;no;yes;594.36 x 840.6 pts;1.3;0;1;1;1;0;0
F423;.09;txt;8;7;51269;none;iText 2.0.8 (by lowagie.com) ;no;none;3;no;yes;595 x 842 pts (A4);1.5;0;22;86;51;7;74
F424;.10;txt;4;7;22753;none;iText 2.0.8 (by lowagie.com) ;no;none;2;no;yes;595 x 842 pts (A4);1.5;0;17;57;57;7;55
F425;.12;txt;-2;-2;;none;none;no;none;0;no;no;none;none;0;1;0;0;0;0
F426;0;ocr;2;0;89177;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;2;no;yes;599.04 x 841.68 pts;1.4;0;1;1;1;0;0
F427;.12;ocr;3;4;154951;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;3;no;no;841.68 x 595.08 pts;1.4;270;3;47;2;0;10
F428;.07;ocr;1;0;24309;Canon iR1740 ;Canon iR1740 ;no;none;1;no;yes;583.68 x 843.36 pts;1.3;0;1;0;0;0;0
F429;.13;ocr;1;0;174045;Canon iR-ADV 6055                ;Adobe PSL 1.1e for Canon ;no;none;1;no;yes;594.36 x 840.78 pts;1.4;0;1;0;0;0;0
F430;.10;ocr;1;0;29214;DocuScan - NewInformatics ;none;no;none;1;no;yes;592 x 842 pts;1.4;0;1;0;0;0;0
F431;.06;txt;2;4;153659;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F432;.05;ocr;1;0;47497;DocuScan - NewInformatics ;none;no;none;1;no;yes;592 x 842 pts;1.4;0;1;0;0;0;0
F433;.05;ocr;1;0;63676;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;1;0;0;0;0
F434;.17;ocr;2;0;63072;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F435;.08;txt;2;18;154683;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;32;35;38;1;119
F436;.07;txt;0;13;76996;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;32;62;31;1;121
F437;.06;txt;1;17;109317;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;38;47;32;1;115
F438;.05;txt;8;20;1244846;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;10;no;no;595 x 842 pts (A4);1.4;0;31;53;1;1;113
F439;.19;ocr;1;0;303373;KM_224e ;KONICA MINOLTA bizhub 224e ;no;none;1;no;yes;595 x 841 pts;1.4;0;1;0;0;0;0
F440;.10;ocr;2;0;32205;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;2;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F441;.15;txt;1;2;24273;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;29;3;3;21;292
F442;.08;ocr;32;0;3439210;none;none;no;none;32;no;yes;578.16 x 817.92 pts;1.3;0;1;1;1;0;0
F443;.06;ocr;1;0;53379;none;none;no;none;1;no;yes;596.16 x 842.04 pts (A4);1.3;0;1;0;0;0;0
F444;.10;txt;2;5;110117;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;2;no;no;595 x 842 pts (A4);1.4;0;37;52;52;12;195
F445;.10;txt;2;5;109992;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;2;no;no;595 x 842 pts (A4);1.4;0;36;52;52;7;179
F446;.08;txt;2;5;111492;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;2;no;no;595 x 842 pts (A4);1.4;0;45;52;52;20;301
F447;.05;txt;0;18;85450;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;40;0;0;26;314
F448;.21;ocr;3;0;88502;PScript5.dll Version 5.2.2 ;Acrobat Distiller 7.0 (Windows) ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F449;.06;ocr;2;0;102807;none;none;no;none;2;no;yes;578.16 x 824.4 pts;1.3;0;1;1;1;0;0
F450;.06;txt;3;5;279919;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F451;.16;txt;3;8;126398;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F452;.16;ocr;1;0;38064;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.5.5 (Windows) ;no;none;1;no;yes;595 x 842 pts (A4);1.5;0;1;0;0;0;0
F453;.07;txt;35;59;888882;Nitro Pro 8 ;none;no;AcroForm;28;no;yes;595 x 842 pts (A4);1.7;90;60;2;47;20;167
F454;.18;ocr;2;0;103570;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;2;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F455;.34;ocr;3;3;100365;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F456;.05;txt;2;8;173044;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F457;.07;txt;3;6;99297;none;iText® 5.1.3 ©2000-2011 1T3XT BVBA ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;43;0;0;17;307
F458;.04;ocr;1;0;161942;LTEscaner.Exe ;EZTwain Pro 3.30b28 using EZPdf 1.52 ;no;none;1;no;yes;595.44 x 841.68 pts;1.4;0;1;0;0;0;0
F459;.04;ocr;1;0;23311;Xerox WorkCentre 5645 ;Xerox WorkCentre 5645 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;1;0;0;0;0
F460;.16;txt;1390;20;378258;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;41;45;53;19;295
F461;.16;txt;0;2;62612;PDFCreator Version 1.7.0 ;GPL Ghostscript 9.07;no;none;0;no;no;none;none;0;0;0;0;0;0
F462;.13;txt;2;4;94263;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F463;.08;txt;0;2;23445;JasperReports (consulta Movimientos Cuenta Expediente) ;iText 2.1.7 by 1T3XT ;no;none;8;no;yes;595 x 842 pts (A4);1.5;90;223;239;37;3;297
F464;.17;txt;3;6;176946;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F465;.09;txt;10;17;295476;none;iText 2.0.8 (by lowagie.com) ;no;none;6;no;yes;595 x 842 pts (A4);1.4;0;21;26;58;6;71
F466;.09;txt;10;16;297700;none;iText 2.0.8 (by lowagie.com) ;no;none;6;no;yes;595 x 842 pts (A4);1.4;0;20;11;25;6;65
F467;.08;txt;4;7;183385;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F468;.07;txt;4;7;183385;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F469;.09;ocr;5;2;491216;PDFCreator Version 1.7.3 ;GPL Ghostscript 9.10 ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;52;8;1;0;73
F470;.08;ocr;4;2;288223;PDFCreator Version 1.7.3 ;GPL Ghostscript 9.10 ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;52;7;1;0;73
F471;.08;ocr;5;2;554761;PDFCreator Version 1.7.3 ;GPL Ghostscript 9.10 ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;52;7;1;0;73
F472;.02;ocr;8;0;1345591;none;none;no;none;8;no;yes;841.89 x 595.276 pts (A4);1.4;270;1;1;1;0;0
F473;.08;ocr;2;0;72469;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F474;.02;txt;4;2;204466;PDFCreator Version 1.7.3 ;GPL Ghostscript 9.10 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;47;27;27;0;67
F475;.18;ocr;6;19;528806;OmniPage CSDK 19 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: OmniPage OCR Service) ;yes;none;4;no;no;595 x 842 pts (A4);1.4;0;23;101;56;1;75
F476;.10;ocr;1;0;49205;DocuScan - NewInformatics ;none;no;none;1;no;yes;592 x 842 pts;1.4;0;1;0;0;0;0
F477;.13;txt;3;3;101993;Canon iR-ADV 6275  PDF ;Adobe PSL 1.2e for Canon ;no;none;3;no;yes;841.44 x 595.2 pts;1.4;270;60;81;63;15;281
F478;.33;ocr;3;0;125740;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;3;no;yes;593.28 x 846 pts;1.4;0;1;1;1;0;0
F479;.27;ocr;2;0;350089;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;2;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F480;.12;ocr;2;0;96986;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;2;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F481;.11;ocr;24;0;241746;Gestion Juridica;http://www.adultpdf.com ;no;none;24;no;yes;594 x 792 pts;1.4;0;1;1;1;0;0
F482;.11;txt;0;8;148758;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;3;no;yes;595.35 x 842 pts (A4);1.4;0;44;37;30;19;232
F483;.22;txt;1;4;10335;none;iText 2.0.8 (by lowagie.com) ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;17;0;0;9;67
F484;.43;txt;15;24;479654;none;iText 2.0.8 (by lowagie.com) ;no;none;8;no;yes;595 x 842 pts (A4);1.4;0;22;40;25;8;62
F485;.06;txt;15;24;479654;none;iText 2.0.8 (by lowagie.com) ;no;none;8;no;yes;595 x 842 pts (A4);1.4;0;22;40;25;8;62
F486;.16;txt;15;24;479990;none;iText 2.0.8 (by lowagie.com) ;no;none;8;no;yes;595 x 842 pts (A4);1.4;0;22;57;35;8;62
F487;.15;txt;0;6;90172;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;2;no;yes;595.32 x 842.04 pts (A4);1.5;0;33;2;2;13;265
F488;.34;txt;2;3;16543;none;iText 2.0.8 (by lowagie.com) ;no;none;1;no;yes;612 x 792 pts (letter);1.4;0;29;0;0;5;57
F489;.26;txt;2;3;16753;none;iText 2.0.8 (by lowagie.com) ;no;none;1;no;yes;612 x 792 pts (letter);1.4;0;44;0;0;8;89
F490;.26;ocr;2;0;68393;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;2;no;yes;586.8 x 845.64 pts;1.4;0;1;1;1;0;0
F491;.13;txt;3;6;268777;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F492;.05;ocr;20;9;809798;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;22;no;no;595 x 842 pts (A4);1.4;90;46;1;5;16;134
F493;.11;txt;1;2;57595;Microsoft Office Word ;Aspose.Words for .NET 10.3.0.0 ;no;none;1;no;yes;595.3 x 841.9 pts (A4);1.5;0;52;0;0;13;211
F494;.13;txt;0;3;59013;PScript5.dll Version 5.2.2 ;GPL Ghostscript 8.15 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;15;0;0;6;72
F495;.05;ocr;2;0;103106;Canon iR1024 ;Canon iR1024 ;no;none;2;no;yes;599.04 x 837.12 pts;1.3;0;1;1;1;0;0
F496;.09;ocr;2;0;81796;DocuScan - NewInformatics ;none;no;none;2;no;yes;592 x 842 pts;1.4;0;1;1;1;0;0
F497;.19;ocr;1;0;43576;Gestion Juridica;http://www.adultpdf.com ;no;none;1;no;yes;594 x 792 pts;1.4;0;1;0;0;0;0
F498;.36;ocr;1;0;59656;Gestion Juridica;http://www.adultpdf.com ;no;none;1;no;yes;594 x 792 pts;1.4;0;1;0;0;0;0
F499;.19;txt;695;20;231868;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;48;45;45;23;345
F500;.12;ocr;699;20;439171;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;6;no;yes;595 x 842 pts (A4);1.4;0;43;1;51;22;324
F501;.17;ocr;1;0;33096;DocuScan - NewInformatics ;none;no;none;1;no;yes;592 x 842 pts;1.4;0;1;0;0;0;0
F502;.16;ocr;102;0;1700352;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;29;no;no;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F503;.19;ocr;7;0;140533;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;2;no;no;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F504;.03;ocr;2;0;104156;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;2;no;yes;591.12 x 846 pts;1.4;0;1;1;1;0;0
F505;.11;txt;1;2;25140;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;19;19;19;303
F506;.06;ocr;2;0;106267;I.R.I.S. ;Image Recognition Integrated Systems, Autoformat5,0,0,229 ;no;none;2;no;yes;597 x 840 pts;1.5;0;1;1;1;0;0
F507;.04;txt;5;5;94810;Nitro Pro 8 ;none;no;AcroForm;5;no;yes;595 x 842 pts (A4);1.7;90;50;32;1;17;157
F508;.09;txt;1;8;453694;Microsoft® Word 2013 ;Microsoft® Word 2013;no;none;0;no;no;none;none;0;0;0;0;0;0
F509;.34;txt;2;10;300288;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F510;.04;ocr;2085;45;614467;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;5;no;yes;595 x 842 pts (A4);1.4;0;46;46;22;28;309
F511;.03;ocr;1;0;48317;none;none;no;none;1;no;yes;595.44 x 842.04 pts (A4);1.4;0;1;0;0;0;0
F512;.05;ocr;58;0;99069;KM_C224e ;KONICA MINOLTA bizhub C224e ;no;none;2;no;yes;595 x 841 pts;1.5;0;1;1;1;0;0
F513;.07;txt;2;7;264914;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F514;.03;ocr;1;0;46849;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;1;0;0;0;0
F515;.03;ocr;42;0;77114;KM_C224e ;KONICA MINOLTA bizhub C224e ;no;none;2;no;yes;595 x 841 pts;1.5;0;1;1;1;0;0
F516;.06;txt;4;8;129682;none;iTextSharp 4.0.4 (based on iText 2.0.4) ;no;AcroForm;2;no;yes;595.28 x 841.89 pts (A4);1.4;0;67;10;10;35;451
F517;.24;ocr;2;0;50846; ; ;no;none;2;no;yes;595 x 841 pts;1.4;0;1;1;1;0;0
F518;.19;ocr;1;0;34845; ; ;no;none;1;no;yes;595 x 841 pts;1.4;0;1;0;0;0;0
F519;.16;ocr;1;0;41937; ; ;no;none;1;no;yes;595 x 841 pts;1.4;0;1;0;0;0;0
F520;.10;txt;2;3;82536;Microsoft Office Word ;Aspose.Words for .NET 10.3.0.0 ;no;AcroForm;2;no;yes;595.3 x 841.9 pts (A4);1.6;0;59;7;7;27;307
